timestamp,device_id,temperature_c,current_amps,vibration_magnitude_mss
2025-09-28 01:00:00,motor_teste_C,32.42,1.63,9.78
2025-09-28 01:10:00,motor_teste_C,36.2,1.56,9.83
2025-09-28 01:20:00,motor_teste_C,30.95,1.72,9.88
2025-09-28 01:30:00,motor_teste_C,31.07,1.63,9.83
2025-09-28 01:40:00,motor_teste_C,31.36,1.8,9.79
2025-09-28 01:50:00,motor_teste_C,27.28,1.49,9.73
2025-09-28 02:00:00,motor_teste_C,31.85,1.64,9.84
2025-09-28 02:10:00,motor_teste_C,27.79,1.6,9.74
2025-09-28 02:20:00,motor_teste_C,30.14,1.63,9.79
2025-09-28 02:30:00,motor_teste_C,33.49,1.76,9.85
2025-09-28 02:40:00,motor_teste_C,29.53,1.66,9.84
2025-09-28 02:50:00,motor_teste_C,32.0,1.49,9.84
2025-09-28 03:00:00,motor_teste_C,33.03,1.65,9.84
2025-09-28 03:10:00,motor_teste_C,31.56,1.56,9.81
2025-09-28 03:20:00,motor_teste_C,28.26,1.55,9.82
2025-09-28 03:30:00,motor_teste_C,30.34,1.7,9.81
2025-09-28 03:40:00,motor_teste_C,34.92,1.54,9.82
2025-09-28 03:50:00,motor_teste_C,26.95,1.56,9.83
2025-09-28 04:00:00,motor_teste_C,30.45,1.6,9.81
2025-09-28 04:10:00,motor_teste_C,29.9,1.69,9.83
2025-09-28 04:20:00,motor_teste_C,31.24,1.66,9.77
2025-09-28 04:30:00,motor_teste_C,32.5,1.58,9.78
2025-09-28 04:40:00,motor_teste_C,34.22,1.57,9.81
2025-09-28 04:50:00,motor_teste_C,30.46,1.48,9.9
2025-09-28 05:00:00,motor_teste_C,32.62,1.52,9.83
2025-09-28 05:10:00,motor_teste_C,32.0,1.53,9.79
2025-09-28 05:20:00,motor_teste_C,31.95,1.59,9.79
2025-09-28 05:30:00,motor_teste_C,29.87,1.8,9.84
2025-09-28 05:40:00,motor_teste_C,29.01,1.53,9.8
2025-09-28 05:50:00,motor_teste_C,28.8,1.57,9.83
2025-09-28 06:00:00,motor_teste_C,29.49,1.39,9.83
2025-09-28 06:10:00,motor_teste_C,31.64,1.66,9.74
2025-09-28 06:20:00,motor_teste_C,32.52,1.44,9.82
2025-09-28 06:30:00,motor_teste_C,31.65,1.51,9.82
2025-09-28 06:40:00,motor_teste_C,29.9,1.7,9.84
2025-09-28 06:50:00,motor_teste_C,34.61,1.39,9.76
2025-09-28 07:00:00,motor_teste_C,34.04,1.61,9.86
2025-09-28 07:10:00,motor_teste_C,30.29,1.68,9.79
2025-09-28 07:20:00,motor_teste_C,29.35,1.75,9.9
2025-09-28 07:30:00,motor_teste_C,31.26,1.51,9.89
2025-09-28 07:40:00,motor_teste_C,33.53,1.54,9.77
2025-09-28 07:50:00,motor_teste_C,31.67,1.78,9.73
2025-09-28 08:00:00,motor_teste_C,32.11,1.6,9.83
2025-09-28 08:10:00,motor_teste_C,30.58,1.53,9.76
2025-09-28 08:20:00,motor_teste_C,31.91,1.53,9.86
2025-09-28 08:30:00,motor_teste_C,34.09,1.5,9.83
2025-09-28 08:40:00,motor_teste_C,30.52,1.56,9.73
2025-09-28 08:50:00,motor_teste_C,31.29,1.71,9.84
2025-09-28 09:00:00,motor_teste_C,31.51,1.69,9.81
2025-09-28 09:10:00,motor_teste_C,31.57,1.48,9.82
2025-09-28 09:20:00,motor_teste_C,28.18,1.62,9.88
2025-09-28 09:30:00,motor_teste_C,27.25,1.56,9.79
2025-09-28 09:40:00,motor_teste_C,28.96,1.68,9.84
2025-09-28 09:50:00,motor_teste_C,31.34,1.58,9.77
2025-09-28 10:00:00,motor_teste_C,32.11,1.64,9.77
2025-09-28 10:10:00,motor_teste_C,29.94,1.58,9.79
2025-09-28 10:20:00,motor_teste_C,33.75,1.38,9.77
2025-09-28 10:30:00,motor_teste_C,30.71,1.6,9.83
2025-09-28 10:40:00,motor_teste_C,31.04,1.47,9.73
2025-09-28 10:50:00,motor_teste_C,30.61,1.67,9.84
2025-09-28 11:00:00,motor_teste_C,31.27,1.53,9.76
2025-09-28 11:10:00,motor_teste_C,32.41,1.54,9.82
2025-09-28 11:20:00,motor_teste_C,32.33,1.6,9.74
2025-09-28 11:30:00,motor_teste_C,29.2,1.66,9.82
2025-09-28 11:40:00,motor_teste_C,34.05,1.58,9.85
2025-09-28 11:50:00,motor_teste_C,28.81,1.76,9.8
2025-09-28 12:00:00,motor_teste_C,31.16,1.76,9.88
2025-09-28 12:10:00,motor_teste_C,30.45,1.77,9.79
2025-09-28 12:20:00,motor_teste_C,28.9,1.58,9.82
2025-09-28 12:30:00,motor_teste_C,30.85,1.45,9.75
2025-09-28 12:40:00,motor_teste_C,29.52,1.72,9.82
2025-09-28 12:50:00,motor_teste_C,31.15,1.56,9.77
2025-09-28 13:00:00,motor_teste_C,31.81,1.6,9.76
2025-09-28 13:10:00,motor_teste_C,33.94,1.66,9.88
2025-09-28 13:20:00,motor_teste_C,31.61,1.44,9.74
2025-09-28 13:30:00,motor_teste_C,29.78,1.76,9.79
2025-09-28 13:40:00,motor_teste_C,30.22,1.69,9.84
2025-09-28 13:50:00,motor_teste_C,31.28,1.64,9.81
2025-09-28 14:00:00,motor_teste_C,31.19,1.69,9.71
2025-09-28 14:10:00,motor_teste_C,33.92,1.66,9.83
2025-09-28 14:20:00,motor_teste_C,33.79,1.61,9.73
2025-09-28 14:30:00,motor_teste_C,30.28,1.57,9.78
2025-09-28 14:40:00,motor_teste_C,29.9,1.53,9.79
2025-09-28 14:50:00,motor_teste_C,25.89,1.63,9.65
2025-09-28 15:00:00,motor_teste_C,29.9,1.64,9.79
2025-09-28 15:10:00,motor_teste_C,29.04,1.71,9.83
2025-09-28 15:20:00,motor_teste_C,30.29,1.62,9.79
2025-09-28 15:30:00,motor_teste_C,31.78,1.51,9.81
2025-09-28 15:40:00,motor_teste_C,31.35,1.44,9.91
2025-09-28 15:50:00,motor_teste_C,30.94,1.59,9.86
2025-09-28 16:00:00,motor_teste_C,31.4,1.6,9.8
2025-09-28 16:10:00,motor_teste_C,30.75,1.59,9.93
2025-09-28 16:20:00,motor_teste_C,31.39,1.45,9.77
2025-09-28 16:30:00,motor_teste_C,24.54,1.71,9.83
2025-09-28 16:40:00,motor_teste_C,30.46,1.71,9.72
2025-09-28 16:50:00,motor_teste_C,30.78,1.52,9.82
2025-09-28 17:00:00,motor_teste_C,30.32,1.68,9.79
2025-09-28 17:10:00,motor_teste_C,30.56,1.7,9.8
2025-09-28 17:20:00,motor_teste_C,32.41,1.6,9.82
2025-09-28 17:30:00,motor_teste_C,29.8,1.51,9.81
2025-09-28 17:40:00,motor_teste_C,35.4,1.76,9.75
2025-09-28 17:50:00,motor_teste_C,32.38,1.64,9.78
2025-09-28 18:00:00,motor_teste_C,30.99,1.57,9.8
2025-09-28 18:10:00,motor_teste_C,30.59,1.68,9.73
2025-09-28 18:20:00,motor_teste_C,30.83,1.76,9.84
2025-09-28 18:30:00,motor_teste_C,29.17,1.55,9.89
2025-09-28 18:40:00,motor_teste_C,30.81,1.67,9.82
2025-09-28 18:50:00,motor_teste_C,31.56,1.79,9.77
2025-09-28 19:00:00,motor_teste_C,32.16,1.49,9.69
2025-09-28 19:10:00,motor_teste_C,32.16,1.55,9.72
2025-09-28 19:20:00,motor_teste_C,30.45,1.54,9.82
2025-09-28 19:30:00,motor_teste_C,28.17,1.58,9.86
2025-09-28 19:40:00,motor_teste_C,29.66,1.58,9.79
2025-09-28 19:50:00,motor_teste_C,34.22,1.63,9.73
2025-09-28 20:00:00,motor_teste_C,32.79,1.52,9.76
2025-09-28 20:10:00,motor_teste_C,31.74,1.54,9.77
2025-09-28 20:20:00,motor_teste_C,29.48,1.63,9.7
2025-09-28 20:30:00,motor_teste_C,31.01,1.62,9.78
2025-09-28 20:40:00,motor_teste_C,28.49,1.69,9.85
2025-09-28 20:50:00,motor_teste_C,29.9,1.64,9.72
2025-09-28 21:00:00,motor_teste_C,30.51,1.68,9.77
2025-09-28 21:10:00,motor_teste_C,30.28,1.49,9.7
2025-09-28 21:20:00,motor_teste_C,32.91,1.56,9.76
2025-09-28 21:30:00,motor_teste_C,28.16,1.78,9.79
2025-09-28 21:40:00,motor_teste_C,29.27,1.64,9.85
2025-09-28 21:50:00,motor_teste_C,28.25,1.67,9.82
2025-09-28 22:00:00,motor_teste_C,28.53,1.63,9.74
2025-09-28 22:10:00,motor_teste_C,31.25,1.64,9.81
2025-09-28 22:20:00,motor_teste_C,27.8,1.58,9.78
2025-09-28 22:30:00,motor_teste_C,32.51,1.96,9.8
2025-09-28 22:40:00,motor_teste_C,30.51,1.56,9.79
2025-09-28 22:50:00,motor_teste_C,31.14,1.6,9.82
2025-09-28 23:00:00,motor_teste_C,31.65,1.36,9.81
2025-09-28 23:10:00,motor_teste_C,30.13,1.71,9.84
2025-09-28 23:20:00,motor_teste_C,33.06,1.54,9.81
2025-09-28 23:30:00,motor_teste_C,30.61,1.59,9.88
2025-09-28 23:40:00,motor_teste_C,32.19,1.55,9.83
2025-09-28 23:50:00,motor_teste_C,30.6,1.59,9.87
2025-09-29 00:00:00,motor_teste_C,31.58,1.57,9.84
2025-09-29 00:10:00,motor_teste_C,31.56,1.6,9.77
2025-09-29 00:20:00,motor_teste_C,31.5,1.59,9.86
2025-09-29 00:30:00,motor_teste_C,29.05,1.58,9.86
2025-09-29 00:40:00,motor_teste_C,31.87,1.58,9.66
2025-09-29 00:50:00,motor_teste_C,30.36,1.73,9.77
2025-09-29 01:00:00,motor_teste_C,32.26,1.69,9.87
2025-09-29 01:10:00,motor_teste_C,26.7,1.69,9.85
2025-09-29 01:20:00,motor_teste_C,28.07,1.53,9.73
2025-09-29 01:30:00,motor_teste_C,31.73,1.73,9.84
2025-09-29 01:40:00,motor_teste_C,34.73,1.71,9.89
2025-09-29 01:50:00,motor_teste_C,32.67,1.54,9.83
2025-09-29 02:00:00,motor_teste_C,29.64,1.75,9.73
2025-09-29 02:10:00,motor_teste_C,27.62,1.53,9.76
2025-09-29 02:20:00,motor_teste_C,32.49,1.42,9.82
2025-09-29 02:30:00,motor_teste_C,30.84,1.71,9.79
2025-09-29 02:40:00,motor_teste_C,32.18,1.59,9.86
2025-09-29 02:50:00,motor_teste_C,31.23,1.7,9.84
2025-09-29 03:00:00,motor_teste_C,31.06,1.52,9.9
2025-09-29 03:10:00,motor_teste_C,36.92,1.47,9.85
2025-09-29 03:20:00,motor_teste_C,30.99,1.72,9.83
2025-09-29 03:30:00,motor_teste_C,30.68,1.46,9.78
2025-09-29 03:40:00,motor_teste_C,30.76,1.44,9.87
2025-09-29 03:50:00,motor_teste_C,29.83,1.41,9.8
2025-09-29 04:00:00,motor_teste_C,32.98,1.32,9.75
2025-09-29 04:10:00,motor_teste_C,30.29,1.5,9.8
2025-09-29 04:20:00,motor_teste_C,32.27,1.38,9.8
2025-09-29 04:30:00,motor_teste_C,31.57,1.6,9.75
2025-09-29 04:40:00,motor_teste_C,33.44,1.38,9.84
2025-09-29 04:50:00,motor_teste_C,31.84,1.49,9.79
2025-09-29 05:00:00,motor_teste_C,28.57,1.83,9.82
2025-09-29 05:10:00,motor_teste_C,28.35,1.63,9.76
2025-09-29 05:20:00,motor_teste_C,33.82,1.61,9.79
2025-09-29 05:30:00,motor_teste_C,29.78,1.44,9.84
2025-09-29 05:40:00,motor_teste_C,28.36,1.58,9.79
2025-09-29 05:50:00,motor_teste_C,29.66,1.6,9.78
2025-09-29 06:00:00,motor_teste_C,33.53,1.44,9.91
2025-09-29 06:10:00,motor_teste_C,28.16,1.61,9.82
2025-09-29 06:20:00,motor_teste_C,29.27,1.72,9.84
2025-09-29 06:30:00,motor_teste_C,29.67,1.57,9.84
2025-09-29 06:40:00,motor_teste_C,28.5,1.58,9.81
2025-09-29 06:50:00,motor_teste_C,28.63,1.4,9.83
2025-09-29 07:00:00,motor_teste_C,27.96,1.46,9.75
2025-09-29 07:10:00,motor_teste_C,30.08,1.71,9.87
2025-09-29 07:20:00,motor_teste_C,30.29,1.53,9.86
2025-09-29 07:30:00,motor_teste_C,29.63,1.51,9.81
2025-09-29 07:40:00,motor_teste_C,27.69,1.53,9.8
2025-09-29 07:50:00,motor_teste_C,33.51,1.59,9.74
2025-09-29 08:00:00,motor_teste_C,28.34,1.48,9.85
2025-09-29 08:10:00,motor_teste_C,31.56,1.61,9.79
2025-09-29 08:20:00,motor_teste_C,28.85,1.46,9.83
2025-09-29 08:30:00,motor_teste_C,32.34,1.68,9.73
2025-09-29 08:40:00,motor_teste_C,32.91,1.49,9.83
2025-09-29 08:50:00,motor_teste_C,29.24,1.73,9.79
2025-09-29 09:00:00,motor_teste_C,27.15,1.6,9.8
2025-09-29 09:10:00,motor_teste_C,32.39,1.52,9.73
2025-09-29 09:20:00,motor_teste_C,34.75,1.69,9.83
2025-09-29 09:30:00,motor_teste_C,31.83,1.46,9.77
2025-09-29 09:40:00,motor_teste_C,31.32,1.55,9.8
2025-09-29 09:50:00,motor_teste_C,32.64,1.6,9.84
2025-09-29 10:00:00,motor_teste_C,32.53,1.59,9.8
2025-09-29 10:10:00,motor_teste_C,29.34,1.4,9.9
2025-09-29 10:20:00,motor_teste_C,29.68,1.51,9.76
2025-09-29 10:30:00,motor_teste_C,32.22,1.62,9.81
2025-09-29 10:40:00,motor_teste_C,30.71,1.47,9.82
2025-09-29 10:50:00,motor_teste_C,33.63,1.73,9.75
2025-09-29 11:00:00,motor_teste_C,29.59,1.65,9.8
2025-09-29 11:10:00,motor_teste_C,32.5,1.55,9.79
2025-09-29 11:20:00,motor_teste_C,31.69,1.58,9.81
2025-09-29 11:30:00,motor_teste_C,30.75,1.79,9.82
2025-09-29 11:40:00,motor_teste_C,33.35,1.69,9.87
2025-09-29 11:50:00,motor_teste_C,32.36,1.64,9.81
2025-09-29 12:00:00,motor_teste_C,28.99,1.46,9.83
2025-09-29 12:10:00,motor_teste_C,32.28,1.76,9.88
2025-09-29 12:20:00,motor_teste_C,33.75,1.71,9.72
2025-09-29 12:30:00,motor_teste_C,30.74,1.59,9.79
2025-09-29 12:40:00,motor_teste_C,30.5,1.55,9.8
2025-09-29 12:50:00,motor_teste_C,29.66,1.58,9.72
2025-09-29 13:00:00,motor_teste_C,30.97,1.48,9.8
2025-09-29 13:10:00,motor_teste_C,32.37,1.55,9.68
2025-09-29 13:20:00,motor_teste_C,29.36,1.68,9.84
2025-09-29 13:30:00,motor_teste_C,28.31,1.42,9.73
2025-09-29 13:40:00,motor_teste_C,30.25,1.57,9.74
2025-09-29 13:50:00,motor_teste_C,28.24,1.61,9.83
2025-09-29 14:00:00,motor_teste_C,32.05,1.61,9.72
2025-09-29 14:10:00,motor_teste_C,30.15,1.48,10.46
2025-09-29 14:20:00,motor_teste_C,27.49,1.48,10.33
2025-09-29 14:30:00,motor_teste_C,30.3,1.71,10.31
2025-09-29 14:40:00,motor_teste_C,30.61,1.48,10.42
2025-09-29 14:50:00,motor_teste_C,31.9,1.7,10.43
2025-09-29 15:00:00,motor_teste_C,30.71,1.55,10.36
2025-09-29 15:10:00,motor_teste_C,34.74,1.71,10.31
2025-09-29 15:20:00,motor_teste_C,29.96,1.56,10.3
2025-09-29 15:30:00,motor_teste_C,30.88,1.48,10.42
2025-09-29 15:40:00,motor_teste_C,30.79,1.69,10.41
2025-09-29 15:50:00,motor_teste_C,30.43,1.6,10.46
2025-09-29 16:00:00,motor_teste_C,31.28,1.74,10.26
2025-09-29 16:10:00,motor_teste_C,32.08,1.69,10.41
2025-09-29 16:20:00,motor_teste_C,33.68,1.58,10.67
2025-09-29 16:30:00,motor_teste_C,27.86,1.56,10.45
2025-09-29 16:40:00,motor_teste_C,29.98,1.6,10.46
2025-09-29 16:50:00,motor_teste_C,30.1,1.62,10.39
2025-09-29 17:00:00,motor_teste_C,32.88,1.51,10.54
2025-09-29 17:10:00,motor_teste_C,30.29,1.68,10.52
2025-09-29 17:20:00,motor_teste_C,27.21,1.56,10.5
2025-09-29 17:30:00,motor_teste_C,31.18,1.56,10.46
2025-09-29 17:40:00,motor_teste_C,30.93,1.55,10.5
2025-09-29 17:50:00,motor_teste_C,31.36,1.62,10.44
2025-09-29 18:00:00,motor_teste_C,28.92,1.53,10.63
2025-09-29 18:10:00,motor_teste_C,34.44,1.61,10.57
2025-09-29 18:20:00,motor_teste_C,30.35,1.88,10.47
2025-09-29 18:30:00,motor_teste_C,30.62,1.59,10.54
2025-09-29 18:40:00,motor_teste_C,29.2,1.56,10.52
2025-09-29 18:50:00,motor_teste_C,29.14,1.43,10.49
2025-09-29 19:00:00,motor_teste_C,28.55,1.61,10.49
2025-09-29 19:10:00,motor_teste_C,30.21,1.49,10.74
2025-09-29 19:20:00,motor_teste_C,29.08,1.56,10.66
2025-09-29 19:30:00,motor_teste_C,35.11,1.62,10.6
2025-09-29 19:40:00,motor_teste_C,27.22,1.43,10.6
2025-09-29 19:50:00,motor_teste_C,28.74,1.62,10.57
2025-09-29 20:00:00,motor_teste_C,30.2,1.63,10.59
2025-09-29 20:10:00,motor_teste_C,32.35,1.47,10.71
2025-09-29 20:20:00,motor_teste_C,30.17,1.56,10.7
2025-09-29 20:30:00,motor_teste_C,32.35,1.42,10.56
2025-09-29 20:40:00,motor_teste_C,29.03,1.76,10.81
2025-09-29 20:50:00,motor_teste_C,31.12,1.63,10.73
2025-09-29 21:00:00,motor_teste_C,34.49,1.58,10.56
2025-09-29 21:10:00,motor_teste_C,29.06,1.58,10.72
2025-09-29 21:20:00,motor_teste_C,31.84,1.71,10.74
2025-09-29 21:30:00,motor_teste_C,31.41,1.59,10.77
2025-09-29 21:40:00,motor_teste_C,26.5,1.63,10.87
2025-09-29 21:50:00,motor_teste_C,29.82,1.75,10.79
2025-09-29 22:00:00,motor_teste_C,33.26,1.57,10.62
2025-09-29 22:10:00,motor_teste_C,31.27,1.49,10.88
2025-09-29 22:20:00,motor_teste_C,28.58,1.52,10.83
2025-09-29 22:30:00,motor_teste_C,32.38,1.74,10.86
2025-09-29 22:40:00,motor_teste_C,30.04,1.61,10.73
2025-09-29 22:50:00,motor_teste_C,31.72,1.55,10.69
2025-09-29 23:00:00,motor_teste_C,32.24,1.9,10.82
2025-09-29 23:10:00,motor_teste_C,28.83,3.63,10.65
2025-09-29 23:20:00,motor_teste_C,32.23,1.48,10.81
2025-09-29 23:30:00,motor_teste_C,28.47,2.45,10.86
2025-09-29 23:40:00,motor_teste_C,32.14,2.11,11.14
2025-09-29 23:50:00,motor_teste_C,29.82,1.86,10.92
2025-09-30 00:00:00,motor_teste_C,32.14,2.43,11.09
2025-09-30 00:10:00,motor_teste_C,34.09,2.55,10.97
2025-09-30 00:20:00,motor_teste_C,33.51,3.07,11.12
2025-09-30 00:30:00,motor_teste_C,35.8,2.82,11.22
2025-09-30 00:40:00,motor_teste_C,32.16,2.07,11.2
2025-09-30 00:50:00,motor_teste_C,32.89,3.5,11.06
2025-09-30 01:00:00,motor_teste_C,34.41,2.24,11.03
2025-09-30 01:10:00,motor_teste_C,38.11,3.09,11.17
2025-09-30 01:20:00,motor_teste_C,35.27,2.51,11.29
2025-09-30 01:30:00,motor_teste_C,34.63,2.25,11.13
2025-09-30 01:40:00,motor_teste_C,31.58,3.07,11.04
2025-09-30 01:50:00,motor_teste_C,31.46,3.38,11.11
2025-09-30 02:00:00,motor_teste_C,33.57,2.12,11.22
2025-09-30 02:10:00,motor_teste_C,35.48,3.26,11.08
2025-09-30 02:20:00,motor_teste_C,32.88,2.58,11.34
2025-09-30 02:30:00,motor_teste_C,33.6,2.01,11.23
2025-09-30 02:40:00,motor_teste_C,39.08,3.31,11.24
2025-09-30 02:50:00,motor_teste_C,32.27,3.52,11.42
2025-09-30 03:00:00,motor_teste_C,32.7,3.18,11.19
2025-09-30 03:10:00,motor_teste_C,29.74,3.16,11.57
2025-09-30 03:20:00,motor_teste_C,34.71,4.56,11.28
2025-09-30 03:30:00,motor_teste_C,38.64,3.65,11.09
2025-09-30 03:40:00,motor_teste_C,30.82,2.42,11.23
2025-09-30 03:50:00,motor_teste_C,36.32,3.87,11.54
2025-09-30 04:00:00,motor_teste_C,35.38,2.65,11.29
2025-09-30 04:10:00,motor_teste_C,36.02,3.85,11.53
2025-09-30 04:20:00,motor_teste_C,34.97,3.63,11.72
2025-09-30 04:30:00,motor_teste_C,35.67,3.34,11.39
2025-09-30 04:40:00,motor_teste_C,35.58,3.0,11.54
2025-09-30 04:50:00,motor_teste_C,37.69,2.93,11.62
2025-09-30 05:00:00,motor_teste_C,37.42,3.12,11.71
2025-09-30 05:10:00,motor_teste_C,33.02,3.41,11.36
2025-09-30 05:20:00,motor_teste_C,37.19,3.07,11.87
2025-09-30 05:30:00,motor_teste_C,36.05,3.71,11.48
2025-09-30 05:40:00,motor_teste_C,35.09,2.4,11.65
2025-09-30 05:50:00,motor_teste_C,29.39,4.57,11.66
2025-09-30 06:00:00,motor_teste_C,31.64,2.88,11.83
2025-09-30 06:10:00,motor_teste_C,40.05,5.04,11.6
