timestamp,device_id,temperature_c,current_amps,vibration_magnitude_mss,days_to_failure,failure_mode
2024-01-01 10:50:00,motor_A,37.51,2.07,9.91,2.32,desgaste_rolamento
2024-01-01 11:00:00,motor_A,34.67,2.8,9.81,2.31,desgaste_rolamento
2024-01-01 11:10:00,motor_A,35.94,2.89,9.78,2.31,desgaste_rolamento
2024-01-01 11:20:00,motor_A,35.52,2.78,9.91,2.3,desgaste_rolamento
2024-01-01 11:30:00,motor_A,34.96,1.99,9.83,2.29,desgaste_rolamento
2024-01-01 11:40:00,motor_A,35.43,3.7,9.81,2.28,desgaste_rolamento
2024-01-01 11:50:00,motor_A,37.47,2.52,9.9,2.28,desgaste_rolamento
2024-01-01 12:00:00,motor_A,33.95,2.95,9.95,2.27,desgaste_rolamento
2024-01-01 12:10:00,motor_A,37.37,2.75,9.87,2.26,desgaste_rolamento
2024-01-01 12:20:00,motor_A,31.13,3.19,9.94,2.26,desgaste_rolamento
2024-01-01 12:30:00,motor_A,39.24,2.27,9.9,2.25,desgaste_rolamento
2024-01-01 12:40:00,motor_A,35.62,3.02,9.87,2.24,desgaste_rolamento
2024-01-01 12:50:00,motor_A,36.69,2.51,10.01,2.24,desgaste_rolamento
2024-01-01 13:00:00,motor_A,34.47,3.77,9.97,2.23,desgaste_rolamento
2024-01-01 13:10:00,motor_A,31.37,3.59,9.92,2.22,desgaste_rolamento
2024-01-01 13:20:00,motor_A,37.5,3.2,9.89,2.22,desgaste_rolamento
2024-01-01 13:30:00,motor_A,37.44,4.0,9.92,2.21,desgaste_rolamento
2024-01-01 13:40:00,motor_A,38.08,3.53,9.86,2.2,desgaste_rolamento
2024-01-01 13:50:00,motor_A,35.73,3.23,9.95,2.19,desgaste_rolamento
2024-01-01 14:00:00,motor_A,34.64,3.07,9.84,2.19,desgaste_rolamento
2024-01-01 14:10:00,motor_A,37.06,4.08,10.04,2.18,desgaste_rolamento
2024-01-01 14:20:00,motor_A,38.01,3.88,9.85,2.17,desgaste_rolamento
2024-01-01 14:30:00,motor_A,38.37,3.49,9.98,2.17,desgaste_rolamento
2024-01-01 14:40:00,motor_A,36.15,4.09,10.04,2.16,desgaste_rolamento
2024-01-01 14:50:00,motor_A,38.35,3.31,9.97,2.15,desgaste_rolamento
2024-01-01 15:00:00,motor_A,37.41,4.47,9.91,2.15,desgaste_rolamento
2024-01-01 15:10:00,motor_A,39.76,4.34,9.93,2.14,desgaste_rolamento
2024-01-01 15:20:00,motor_A,36.61,4.0,10.04,2.13,desgaste_rolamento
2024-01-01 15:30:00,motor_A,38.23,2.86,9.89,2.12,desgaste_rolamento
2024-01-01 15:40:00,motor_A,37.37,3.78,9.91,2.12,desgaste_rolamento
2024-01-01 15:50:00,motor_A,33.91,4.3,10.08,2.11,desgaste_rolamento
2024-01-01 16:00:00,motor_A,36.91,3.5,9.9,2.1,desgaste_rolamento
2024-01-01 16:10:00,motor_A,39.14,4.36,10.0,2.1,desgaste_rolamento
2024-01-01 16:20:00,motor_A,40.02,4.43,9.96,2.09,desgaste_rolamento
2024-01-01 16:30:00,motor_A,38.44,4.13,9.92,2.08,desgaste_rolamento
2024-01-01 16:40:00,motor_A,36.72,3.69,10.1,2.08,desgaste_rolamento
2024-01-01 16:50:00,motor_A,40.88,4.63,10.06,2.07,desgaste_rolamento
2024-01-01 17:00:00,motor_A,37.72,4.93,10.06,2.06,desgaste_rolamento
2024-01-01 17:10:00,motor_A,37.65,4.69,9.99,2.06,desgaste_rolamento
2024-01-01 17:20:00,motor_A,39.07,4.57,10.03,2.05,desgaste_rolamento
2024-01-01 17:30:00,motor_A,40.54,3.69,10.03,2.04,desgaste_rolamento
2024-01-01 17:40:00,motor_A,42.65,4.23,10.07,2.03,desgaste_rolamento
2024-01-01 17:50:00,motor_A,40.2,4.52,10.07,2.03,desgaste_rolamento
2024-01-01 18:00:00,motor_A,40.6,4.61,9.9,2.02,desgaste_rolamento
2024-01-01 18:10:00,motor_A,40.44,4.11,9.95,2.01,desgaste_rolamento
2024-01-01 18:20:00,motor_A,36.83,4.8,10.12,2.01,desgaste_rolamento
2024-01-01 18:30:00,motor_A,39.92,4.31,10.02,2.0,desgaste_rolamento
2024-01-01 18:40:00,motor_A,38.91,3.84,9.89,1.99,desgaste_rolamento
2024-01-01 18:50:00,motor_A,46.38,4.22,10.11,1.99,desgaste_rolamento
2024-01-01 19:00:00,motor_A,39.49,4.28,10.06,1.98,desgaste_rolamento
2024-01-01 19:10:00,motor_A,42.18,4.54,10.02,1.97,desgaste_rolamento
2024-01-01 19:20:00,motor_A,39.2,4.25,10.05,1.97,desgaste_rolamento
2024-01-01 19:30:00,motor_A,37.24,4.5,10.1,1.96,desgaste_rolamento
2024-01-01 19:40:00,motor_A,40.88,4.29,10.05,1.95,desgaste_rolamento
2024-01-01 19:50:00,motor_A,40.6,4.39,10.02,1.94,desgaste_rolamento
2024-01-01 20:00:00,motor_A,41.5,4.74,10.15,1.94,desgaste_rolamento
2024-01-01 20:10:00,motor_A,40.26,4.25,9.99,1.93,desgaste_rolamento
2024-01-01 20:20:00,motor_A,44.47,5.58,10.12,1.92,desgaste_rolamento
2024-01-01 20:30:00,motor_A,38.41,5.25,10.02,1.92,desgaste_rolamento
2024-01-01 20:40:00,motor_A,43.26,5.45,9.94,1.91,desgaste_rolamento
2024-01-01 20:50:00,motor_A,46.03,5.08,10.09,1.9,desgaste_rolamento
2024-01-01 21:00:00,motor_A,39.81,4.34,10.04,1.9,desgaste_rolamento
2024-01-01 21:10:00,motor_A,39.82,4.98,10.03,1.89,desgaste_rolamento
2024-01-01 21:20:00,motor_A,43.37,5.79,10.06,1.88,desgaste_rolamento
2024-01-01 21:30:00,motor_A,40.77,5.16,10.12,1.88,desgaste_rolamento
2024-01-01 21:40:00,motor_A,37.59,4.78,10.09,1.87,desgaste_rolamento
2024-01-01 21:50:00,motor_A,43.32,4.71,10.1,1.86,desgaste_rolamento
2024-01-01 22:00:00,motor_A,39.74,5.56,10.11,1.85,desgaste_rolamento
2024-01-01 22:10:00,motor_A,43.72,4.72,10.06,1.85,desgaste_rolamento
2024-01-01 22:20:00,motor_A,41.2,6.37,10.12,1.84,desgaste_rolamento
2024-01-01 22:30:00,motor_A,45.88,5.18,10.04,1.83,desgaste_rolamento
2024-01-01 22:40:00,motor_A,39.97,6.09,10.01,1.83,desgaste_rolamento
2024-01-01 22:50:00,motor_A,42.45,5.11,9.95,1.82,desgaste_rolamento
2024-01-01 23:00:00,motor_A,43.93,5.13,10.09,1.81,desgaste_rolamento
2024-01-01 23:10:00,motor_A,40.76,5.2,10.2,1.81,desgaste_rolamento
2024-01-01 23:20:00,motor_A,43.52,6.0,10.03,1.8,desgaste_rolamento
2024-01-01 23:30:00,motor_A,44.36,6.82,10.03,1.79,desgaste_rolamento
2024-01-01 23:40:00,motor_A,39.92,5.81,10.11,1.78,desgaste_rolamento
2024-01-01 23:50:00,motor_A,43.44,5.7,10.11,1.78,desgaste_rolamento
2024-01-02 00:00:00,motor_A,43.52,6.79,10.12,1.77,desgaste_rolamento
2024-01-02 00:10:00,motor_A,44.95,5.7,10.08,1.76,desgaste_rolamento
2024-01-02 00:20:00,motor_A,40.98,5.19,10.12,1.76,desgaste_rolamento
2024-01-02 00:30:00,motor_A,40.12,6.09,10.14,1.75,desgaste_rolamento
2024-01-02 00:40:00,motor_A,43.47,5.05,10.24,1.74,desgaste_rolamento
2024-01-02 00:50:00,motor_A,44.24,4.92,10.28,1.74,desgaste_rolamento
2024-01-02 01:00:00,motor_A,42.2,4.76,9.96,1.73,desgaste_rolamento
2024-01-02 01:10:00,motor_A,44.59,4.39,10.2,1.72,desgaste_rolamento
2024-01-02 01:20:00,motor_A,41.06,5.9,10.05,1.72,desgaste_rolamento
2024-01-02 01:30:00,motor_A,43.56,5.3,10.06,1.71,desgaste_rolamento
2024-01-02 01:40:00,motor_A,44.2,5.1,10.29,1.7,desgaste_rolamento
2024-01-02 01:50:00,motor_A,41.11,6.51,10.3,1.69,desgaste_rolamento
2024-01-02 02:00:00,motor_A,47.82,5.99,10.2,1.69,desgaste_rolamento
2024-01-02 02:10:00,motor_A,44.11,5.16,10.18,1.68,desgaste_rolamento
2024-01-02 02:20:00,motor_A,42.71,5.7,10.26,1.67,desgaste_rolamento
2024-01-02 02:30:00,motor_A,42.99,5.56,10.21,1.67,desgaste_rolamento
2024-01-02 02:40:00,motor_A,40.16,6.27,10.19,1.66,desgaste_rolamento
2024-01-02 02:50:00,motor_A,45.44,5.86,10.25,1.65,desgaste_rolamento
2024-01-02 03:00:00,motor_A,47.09,5.49,10.19,1.65,desgaste_rolamento
2024-01-02 03:10:00,motor_A,43.21,5.59,10.15,1.64,desgaste_rolamento
2024-01-02 03:20:00,motor_A,46.88,6.53,10.19,1.63,desgaste_rolamento
2024-01-02 03:30:00,motor_A,44.27,6.7,10.1,1.62,desgaste_rolamento
2024-01-02 03:40:00,motor_A,46.31,6.08,10.36,1.62,desgaste_rolamento
2024-01-02 03:50:00,motor_A,49.29,6.07,10.18,1.61,desgaste_rolamento
2024-01-02 04:00:00,motor_A,45.8,5.8,10.1,1.6,desgaste_rolamento
2024-01-02 04:10:00,motor_A,42.25,5.89,10.22,1.6,desgaste_rolamento
2024-01-02 04:20:00,motor_A,41.91,6.89,10.16,1.59,desgaste_rolamento
2024-01-02 04:30:00,motor_A,43.87,5.77,10.3,1.58,desgaste_rolamento
2024-01-02 04:40:00,motor_A,43.37,5.75,10.16,1.58,desgaste_rolamento
2024-01-02 04:50:00,motor_A,44.07,6.59,10.2,1.57,desgaste_rolamento
2024-01-02 05:00:00,motor_A,44.66,6.58,10.09,1.56,desgaste_rolamento
2024-01-02 05:10:00,motor_A,44.55,6.17,10.08,1.56,desgaste_rolamento
2024-01-02 05:20:00,motor_A,45.61,6.11,10.17,1.55,desgaste_rolamento
2024-01-02 05:30:00,motor_A,48.18,6.56,10.21,1.54,desgaste_rolamento
2024-01-02 05:40:00,motor_A,43.46,6.0,10.17,1.53,desgaste_rolamento
2024-01-02 05:50:00,motor_A,51.92,6.94,10.23,1.53,desgaste_rolamento
2024-01-02 06:00:00,motor_A,46.73,6.88,10.17,1.52,desgaste_rolamento
2024-01-02 06:10:00,motor_A,44.47,6.34,10.26,1.51,desgaste_rolamento
2024-01-02 06:20:00,motor_A,42.22,7.16,10.13,1.51,desgaste_rolamento
2024-01-02 06:30:00,motor_A,44.09,6.88,10.24,1.5,desgaste_rolamento
2024-01-02 06:40:00,motor_A,46.77,6.12,10.31,1.49,desgaste_rolamento
2024-01-02 06:50:00,motor_A,46.74,6.9,10.1,1.49,desgaste_rolamento
2024-01-02 07:00:00,motor_A,47.52,7.18,10.29,1.48,desgaste_rolamento
2024-01-02 07:10:00,motor_A,44.71,6.14,10.24,1.47,desgaste_rolamento
2024-01-02 07:20:00,motor_A,44.14,6.72,10.1,1.47,desgaste_rolamento
2024-01-02 07:30:00,motor_A,42.13,6.45,10.25,1.46,desgaste_rolamento
2024-01-02 07:40:00,motor_A,46.35,7.22,10.1,1.45,desgaste_rolamento
2024-01-02 07:50:00,motor_A,46.78,6.49,10.21,1.44,desgaste_rolamento
2024-01-02 08:00:00,motor_A,46.61,6.1,10.22,1.44,desgaste_rolamento
2024-01-02 08:10:00,motor_A,43.91,6.48,10.22,1.43,desgaste_rolamento
2024-01-02 08:20:00,motor_A,45.76,6.2,10.17,1.42,desgaste_rolamento
2024-01-02 08:30:00,motor_A,46.13,6.3,10.19,1.42,desgaste_rolamento
2024-01-02 08:40:00,motor_A,44.78,6.14,10.15,1.41,desgaste_rolamento
2024-01-02 08:50:00,motor_A,45.65,6.02,10.16,1.4,desgaste_rolamento
2024-01-02 09:00:00,motor_A,46.44,6.18,10.25,1.4,desgaste_rolamento
2024-01-02 09:10:00,motor_A,42.61,6.84,10.21,1.39,desgaste_rolamento
2024-01-02 09:20:00,motor_A,46.67,7.95,10.3,1.38,desgaste_rolamento
2024-01-02 09:30:00,motor_A,45.14,6.4,10.19,1.38,desgaste_rolamento
2024-01-02 09:40:00,motor_A,47.86,6.31,10.29,1.37,desgaste_rolamento
2024-01-02 09:50:00,motor_A,48.76,6.92,10.05,1.36,desgaste_rolamento
2024-01-02 10:00:00,motor_A,42.82,7.02,10.12,1.35,desgaste_rolamento
2024-01-02 10:10:00,motor_A,45.7,7.37,10.13,1.35,desgaste_rolamento
2024-01-02 10:20:00,motor_A,45.21,6.02,10.23,1.34,desgaste_rolamento
2024-01-02 10:30:00,motor_A,46.63,7.4,10.29,1.33,desgaste_rolamento
2024-01-02 10:40:00,motor_A,47.24,5.64,10.16,1.33,desgaste_rolamento
2024-01-02 10:50:00,motor_A,52.54,6.43,10.22,1.32,desgaste_rolamento
2024-01-02 11:00:00,motor_A,46.54,7.06,10.26,1.31,desgaste_rolamento
2024-01-02 11:10:00,motor_A,47.71,6.22,10.25,1.31,desgaste_rolamento
2024-01-02 11:20:00,motor_A,47.34,6.86,10.33,1.3,desgaste_rolamento
2024-01-02 11:30:00,motor_A,46.97,6.06,10.33,1.29,desgaste_rolamento
2024-01-02 11:40:00,motor_A,44.71,7.07,10.18,1.28,desgaste_rolamento
2024-01-02 11:50:00,motor_A,46.59,6.14,10.17,1.28,desgaste_rolamento
2024-01-02 12:00:00,motor_A,42.21,5.55,9.97,1.27,desgaste_rolamento
2024-01-02 12:10:00,motor_A,45.02,6.41,10.21,1.26,desgaste_rolamento
2024-01-02 12:20:00,motor_A,45.17,5.58,10.25,1.26,desgaste_rolamento
2024-01-02 12:30:00,motor_A,50.09,5.58,10.21,1.25,desgaste_rolamento
2024-01-02 12:40:00,motor_A,50.58,6.31,10.14,1.24,desgaste_rolamento
2024-01-02 12:50:00,motor_A,43.02,6.44,10.27,1.24,desgaste_rolamento
2024-01-02 13:00:00,motor_A,46.83,6.97,10.24,1.23,desgaste_rolamento
2024-01-02 13:10:00,motor_A,44.62,6.65,10.27,1.22,desgaste_rolamento
2024-01-02 13:20:00,motor_A,44.33,7.13,10.23,1.22,desgaste_rolamento
2024-01-02 13:30:00,motor_A,48.42,6.49,10.3,1.21,desgaste_rolamento
2024-01-02 13:40:00,motor_A,46.98,6.27,10.23,1.2,desgaste_rolamento
2024-01-02 13:50:00,motor_A,45.29,6.28,10.24,1.19,desgaste_rolamento
2024-01-02 14:00:00,motor_A,45.53,6.36,10.24,1.19,desgaste_rolamento
2024-01-02 14:10:00,motor_A,46.17,6.74,10.11,1.18,desgaste_rolamento
2024-01-02 14:20:00,motor_A,45.69,6.8,10.23,1.17,desgaste_rolamento
2024-01-02 14:30:00,motor_A,48.11,7.2,10.18,1.17,desgaste_rolamento
2024-01-02 14:40:00,motor_A,45.18,6.25,10.31,1.16,desgaste_rolamento
2024-01-02 14:50:00,motor_A,44.34,6.7,10.22,1.15,desgaste_rolamento
2024-01-02 15:00:00,motor_A,48.26,6.43,10.24,1.15,desgaste_rolamento
2024-01-02 15:10:00,motor_A,47.25,7.02,10.25,1.14,desgaste_rolamento
2024-01-02 15:20:00,motor_A,42.07,7.27,10.08,1.13,desgaste_rolamento
2024-01-02 15:30:00,motor_A,45.25,6.49,10.33,1.12,desgaste_rolamento
2024-01-02 15:40:00,motor_A,46.01,6.71,10.17,1.12,desgaste_rolamento
2024-01-02 15:50:00,motor_A,47.58,6.53,10.2,1.11,desgaste_rolamento
2024-01-02 16:00:00,motor_A,42.28,6.06,10.27,1.1,desgaste_rolamento
2024-01-02 16:10:00,motor_A,44.18,6.93,10.1,1.1,desgaste_rolamento
2024-01-02 16:20:00,motor_A,46.64,7.15,10.13,1.09,desgaste_rolamento
2024-01-02 16:30:00,motor_A,48.47,5.59,10.21,1.08,desgaste_rolamento
2024-01-02 16:40:00,motor_A,44.47,6.23,10.14,1.08,desgaste_rolamento
2024-01-02 16:50:00,motor_A,44.59,6.55,10.16,1.07,desgaste_rolamento
2024-01-02 17:00:00,motor_A,42.18,5.87,10.27,1.06,desgaste_rolamento
2024-01-02 17:10:00,motor_A,44.73,6.29,10.14,1.06,desgaste_rolamento
2024-01-02 17:20:00,motor_A,49.7,6.51,10.3,1.05,desgaste_rolamento
2024-01-02 17:30:00,motor_A,44.28,7.09,10.29,1.04,desgaste_rolamento
2024-01-02 17:40:00,motor_A,41.6,6.26,10.24,1.03,desgaste_rolamento
2024-01-02 17:50:00,motor_A,46.43,6.25,10.27,1.03,desgaste_rolamento
2024-01-02 18:00:00,motor_A,49.98,6.21,10.06,1.02,desgaste_rolamento
2024-01-02 18:10:00,motor_A,47.77,7.16,10.3,1.01,desgaste_rolamento
2024-01-02 18:20:00,motor_A,41.04,7.49,10.23,1.01,desgaste_rolamento
2024-01-02 18:30:00,motor_A,46.16,6.76,10.15,1.0,desgaste_rolamento
2024-01-02 18:40:00,motor_A,49.0,6.43,10.23,0.99,desgaste_rolamento
2024-01-02 18:50:00,motor_A,44.12,6.31,10.19,0.99,desgaste_rolamento
2024-01-02 19:00:00,motor_A,44.25,6.73,10.18,0.98,desgaste_rolamento
2024-01-02 19:10:00,motor_A,47.97,6.82,10.24,0.97,desgaste_rolamento
2024-01-02 19:20:00,motor_A,42.53,6.67,10.18,0.97,desgaste_rolamento
2024-01-02 19:30:00,motor_A,45.29,5.58,10.12,0.96,desgaste_rolamento
2024-01-02 19:40:00,motor_A,37.36,6.12,10.23,0.95,desgaste_rolamento
2024-01-02 19:50:00,motor_A,43.16,6.1,10.17,0.94,desgaste_rolamento
2024-01-02 20:00:00,motor_A,43.92,5.86,10.24,0.94,desgaste_rolamento
2024-01-02 20:10:00,motor_A,43.1,5.28,10.09,0.93,desgaste_rolamento
2024-01-02 20:20:00,motor_A,47.98,6.16,10.24,0.92,desgaste_rolamento
2024-01-02 20:30:00,motor_A,42.34,6.81,10.22,0.92,desgaste_rolamento
2024-01-02 20:40:00,motor_A,44.67,4.84,10.13,0.91,desgaste_rolamento
2024-01-02 20:50:00,motor_A,45.38,5.91,10.1,0.9,desgaste_rolamento
2024-01-02 21:00:00,motor_A,48.32,6.07,10.05,0.9,desgaste_rolamento
2024-01-02 21:10:00,motor_A,40.04,5.29,10.19,0.89,desgaste_rolamento
2024-01-02 21:20:00,motor_A,46.2,6.29,10.08,0.88,desgaste_rolamento
2024-01-02 21:30:00,motor_A,42.69,5.84,10.18,0.88,desgaste_rolamento
2024-01-02 21:40:00,motor_A,41.46,6.22,10.18,0.87,desgaste_rolamento
2024-01-02 21:50:00,motor_A,44.48,5.22,10.26,0.86,desgaste_rolamento
2024-01-02 22:00:00,motor_A,45.62,6.16,10.07,0.85,desgaste_rolamento
2024-01-02 22:10:00,motor_A,44.31,5.57,10.26,0.85,desgaste_rolamento
2024-01-02 22:20:00,motor_A,43.85,6.42,10.02,0.84,desgaste_rolamento
2024-01-02 22:30:00,motor_A,41.4,6.44,10.12,0.83,desgaste_rolamento
2024-01-02 22:40:00,motor_A,44.4,6.22,10.17,0.83,desgaste_rolamento
2024-01-02 22:50:00,motor_A,44.57,5.41,10.26,0.82,desgaste_rolamento
2024-01-02 23:00:00,motor_A,48.21,5.24,10.16,0.81,desgaste_rolamento
2024-01-02 23:10:00,motor_A,43.1,5.08,10.15,0.81,desgaste_rolamento
2024-01-02 23:20:00,motor_A,46.94,6.1,10.18,0.8,desgaste_rolamento
2024-01-02 23:30:00,motor_A,38.76,5.46,10.18,0.79,desgaste_rolamento
2024-01-02 23:40:00,motor_A,42.86,4.76,10.04,0.78,desgaste_rolamento
2024-01-02 23:50:00,motor_A,44.87,6.24,10.19,0.78,desgaste_rolamento
2024-01-03 00:00:00,motor_A,44.01,7.25,10.09,0.77,desgaste_rolamento
2024-01-03 00:10:00,motor_A,42.89,5.99,10.04,0.76,desgaste_rolamento
2024-01-03 00:20:00,motor_A,43.47,5.81,10.19,0.76,desgaste_rolamento
2024-01-03 00:30:00,motor_A,42.37,5.35,10.22,0.75,desgaste_rolamento
2024-01-03 00:40:00,motor_A,41.72,5.56,10.14,0.74,desgaste_rolamento
2024-01-03 00:50:00,motor_A,46.7,5.24,10.15,0.74,desgaste_rolamento
2024-01-03 01:00:00,motor_A,43.48,5.22,10.09,0.73,desgaste_rolamento
2024-01-03 01:10:00,motor_A,42.87,6.12,10.13,0.72,desgaste_rolamento
2024-01-03 01:20:00,motor_A,43.76,5.59,10.03,0.72,desgaste_rolamento
2024-01-03 01:30:00,motor_A,44.86,5.22,10.17,0.71,desgaste_rolamento
2024-01-03 01:40:00,motor_A,45.7,4.33,10.1,0.7,desgaste_rolamento
2024-01-03 01:50:00,motor_A,42.76,6.28,10.13,0.69,desgaste_rolamento
2024-01-03 02:00:00,motor_A,41.17,4.91,10.19,0.69,desgaste_rolamento
2024-01-03 02:10:00,motor_A,42.35,5.77,10.09,0.68,desgaste_rolamento
2024-01-03 02:20:00,motor_A,42.63,5.53,10.15,0.67,desgaste_rolamento
2024-01-03 02:30:00,motor_A,43.87,5.18,10.23,0.67,desgaste_rolamento
2024-01-03 02:40:00,motor_A,42.3,4.71,10.13,0.66,desgaste_rolamento
2024-01-03 02:50:00,motor_A,42.77,5.35,10.13,0.65,desgaste_rolamento
2024-01-03 03:00:00,motor_A,45.44,4.36,10.1,0.65,desgaste_rolamento
2024-01-03 03:10:00,motor_A,39.36,4.72,10.12,0.64,desgaste_rolamento
2024-01-03 03:20:00,motor_A,43.59,4.87,9.97,0.63,desgaste_rolamento
2024-01-03 03:30:00,motor_A,42.92,5.19,10.11,0.62,desgaste_rolamento
2024-01-03 03:40:00,motor_A,40.65,4.99,10.13,0.62,desgaste_rolamento
2024-01-03 03:50:00,motor_A,43.55,5.13,10.12,0.61,desgaste_rolamento
2024-01-03 04:00:00,motor_A,41.92,4.18,10.04,0.6,desgaste_rolamento
2024-01-03 04:10:00,motor_A,44.91,4.82,10.09,0.6,desgaste_rolamento
2024-01-03 04:20:00,motor_A,43.76,4.41,9.92,0.59,desgaste_rolamento
2024-01-03 04:30:00,motor_A,40.15,4.95,9.99,0.58,desgaste_rolamento
2024-01-03 04:40:00,motor_A,44.57,5.55,10.1,0.58,desgaste_rolamento
2024-01-03 04:50:00,motor_A,39.75,4.52,10.04,0.57,desgaste_rolamento
2024-01-03 05:00:00,motor_A,39.91,4.44,10.13,0.56,desgaste_rolamento
2024-01-03 05:10:00,motor_A,39.1,5.09,10.05,0.56,desgaste_rolamento
2024-01-03 05:20:00,motor_A,41.33,5.13,9.98,0.55,desgaste_rolamento
2024-01-03 05:30:00,motor_A,39.2,4.95,10.18,0.54,desgaste_rolamento
